game_id,game_date,season,team_id,team,opponent_id,opponent,matchup,wl,points,rebounds,assists,fg_pct,fg3_pct,ft_pct
0012400001,2024-10-04,12024,1610612738,Boston Celtics,0,DEN,BOS @ DEN,W,107,44,29,0.378,0.328,0.765
0012400001,2024-10-04,12024,1610612743,Denver Nuggets,0,DEN,BOS @ DEN,L,103,49,29,0.43,0.375,0.654
0012400002,2024-10-04,12024,15020,New Zealand Breakers,0,UTA,NZB @ UTA,L,87,35,23,0.366,0.239,0.615
0012400002,2024-10-04,12024,1610612762,Utah Jazz,0,NZB,UTA vs. NZB,W,116,44,27,0.579,0.4,0.727
0012400003,2024-10-04,12024,1610612747,Los Angeles Lakers,0,MIN,LAL vs. MIN,L,107,38,28,0.481,0.313,0.913
0012400003,2024-10-04,12024,1610612750,Minnesota Timberwolves,0,LAL,MIN @ LAL,W,124,41,24,0.5,0.405,0.577
0012400004,2024-10-05,12024,1610612744,Golden State Warriors,0,LAC,GSW @ LAC,W,91,56,24,0.337,0.229,0.737
0012400004,2024-10-05,12024,1610612746,LA Clippers,0,GSW,LAC vs. GSW,L,90,47,21,0.385,0.229,0.786
0012400005,2024-10-06,12024,1610612738,Boston Celtics,0,BOS,DEN @ BOS,W,130,38,33,0.505,0.383,0.818
0012400005,2024-10-06,12024,1610612743,Denver Nuggets,0,BOS,DEN @ BOS,L,104,42,24,0.425,0.235,0.778
0012400006,2024-10-06,12024,1610612752,New York Knicks,0,CHA,NYK @ CHA,W,111,39,21,0.426,0.356,0.789
0012400006,2024-10-06,12024,1610612766,Charlotte Hornets,0,NYK,CHA vs. NYK,L,109,46,27,0.5,0.447,0.556
0012400007,2024-10-06,12024,1610612761,Toronto Raptors,0,TOR,WAS @ TOR,W,125,51,39,0.548,0.405,0.667
0012400007,2024-10-06,12024,1610612764,Washington Wizards,0,TOR,WAS @ TOR,L,98,32,22,0.421,0.367,0.676
0012400008,2024-10-06,12024,1610612749,Milwaukee Bucks,0,DET,MIL @ DET,L,87,46,20,0.349,0.396,0.889
0012400008,2024-10-06,12024,1610612765,Detroit Pistons,0,MIL,DET vs. MIL,W,120,51,31,0.462,0.324,0.846
0012400009,2024-10-06,12024,1610612747,Los Angeles Lakers,0,PHX,LAL vs. PHX,L,114,49,31,0.468,0.275,0.75
0012400009,2024-10-06,12024,1610612756,Phoenix Suns,0,LAL,PHX @ LAL,W,118,50,33,0.448,0.41,0.842
0012400010,2024-10-07,12024,1610612740,New Orleans Pelicans,0,ORL,NOP vs. ORL,W,106,40,25,0.453,0.3,0.762
0012400010,2024-10-07,12024,1610612753,Orlando Magic,0,NOP,ORL @ NOP,L,104,44,20,0.442,0.25,0.771
0012400011,2024-10-07,12024,15020,New Zealand Breakers,0,PHI,NZB @ PHI,L,84,31,11,0.361,0.143,0.8
0012400011,2024-10-07,12024,1610612755,Philadelphia 76ers,0,NZB,PHI vs. NZB,W,139,51,30,0.58,0.459,0.714
0012400012,2024-10-07,12024,1610612742,Dallas Mavericks,0,MEM,DAL vs. MEM,L,116,36,26,0.456,0.394,0.656
0012400012,2024-10-07,12024,1610612763,Memphis Grizzlies,0,DAL,MEM @ DAL,W,121,55,35,0.488,0.366,0.759
0012400013,2024-10-07,12024,1610612759,San Antonio Spurs,0,OKC,SAS vs. OKC,L,107,42,29,0.458,0.395,0.7
0012400013,2024-10-07,12024,1610612760,Oklahoma City Thunder,0,SAS,OKC @ SAS,W,112,46,34,0.505,0.314,0.6
0012400014,2024-10-07,12024,1610612745,Houston Rockets,0,UTA,HOU @ UTA,L,113,34,27,0.471,0.333,0.818
0012400014,2024-10-07,12024,1610612762,Utah Jazz,0,HOU,UTA vs. HOU,W,122,49,21,0.427,0.4,0.884
0012400015,2024-10-08,12024,1610612748,Miami Heat,0,CHA,MIA @ CHA,L,108,42,29,0.424,0.375,0.75
0012400015,2024-10-08,12024,1610612766,Charlotte Hornets,0,MIA,CHA vs. MIA,W,111,55,19,0.38,0.275,0.771
0012400016,2024-10-08,12024,1610612739,Cleveland Cavaliers,0,CHI,CLE vs. CHI,L,112,60,27,0.389,0.208,0.857
0012400016,2024-10-08,12024,1610612741,Chicago Bulls,0,CLE,CHI @ CLE,W,116,59,24,0.422,0.2,0.8
0012400017,2024-10-08,12024,1610612756,Phoenix Suns,0,DET,PHX @ DET,W,105,38,30,0.448,0.348,0.647
0012400017,2024-10-08,12024,1610612765,Detroit Pistons,0,PHX,DET vs. PHX,L,97,44,29,0.412,0.303,0.85
0012400018,2024-10-08,12024,1610612737,Atlanta Hawks,0,IND,ATL vs. IND,W,131,43,35,0.528,0.385,0.71
0012400018,2024-10-08,12024,1610612754,Indiana Pacers,0,ATL,IND @ ATL,L,130,43,32,0.547,0.333,0.719
0012400019,2024-10-08,12024,1610612746,LA Clippers,0,BKN,LAC vs. BKN,W,115,44,28,0.537,0.4,0.682
0012400019,2024-10-08,12024,1610612751,Brooklyn Nets,0,LAC,BKN @ LAC,L,106,36,30,0.43,0.297,0.724
0012400020,2024-10-09,12024,1610612752,New York Knicks,0,WAS,NYK vs. WAS,W,117,46,23,0.412,0.256,0.844
0012400020,2024-10-09,12024,1610612764,Washington Wizards,0,NYK,WAS @ NYK,L,94,53,22,0.414,0.324,0.909
0012400021,2024-10-09,12024,1610612745,Houston Rockets,0,OKC,HOU @ OKC,W,122,58,23,0.408,0.31,0.744
0012400021,2024-10-09,12024,1610612760,Oklahoma City Thunder,0,HOU,OKC vs. HOU,L,113,49,25,0.422,0.294,0.571
0012400022,2024-10-09,12024,1610612753,Orlando Magic,0,SAS,ORL @ SAS,L,97,50,22,0.412,0.316,0.682
0012400022,2024-10-09,12024,1610612759,San Antonio Spurs,0,ORL,SAS vs. ORL,W,107,43,27,0.43,0.318,0.633
0012400023,2024-10-09,12024,1610612744,Golden State Warriors,0,SAC,GSW @ SAC,W,122,33,34,0.537,0.538,0.462
0012400023,2024-10-09,12024,1610612758,Sacramento Kings,0,GSW,SAC vs. GSW,L,112,41,28,0.517,0.259,0.867
0012400024,2024-10-10,12024,1610612739,Cleveland Cavaliers,0,IND,CLE vs. IND,L,117,42,34,0.505,0.353,0.647
0012400024,2024-10-10,12024,1610612754,Indiana Pacers,0,CLE,IND @ CLE,W,129,51,28,0.495,0.41,0.895
0012400026,2024-10-10,12024,1610612742,Dallas Mavericks,0,UTA,DAL vs. UTA,L,102,45,21,0.448,0.308,0.762
0012400026,2024-10-10,12024,1610612762,Utah Jazz,0,DAL,UTA @ DAL,W,107,49,22,0.422,0.393,0.69
0012400027,2024-10-10,12024,1610612763,Memphis Grizzlies,0,CHA,MEM vs. CHA,L,94,41,23,0.366,0.333,0.741
0012400027,2024-10-10,12024,1610612766,Charlotte Hornets,0,MEM,CHA @ MEM,W,119,48,22,0.5,0.419,0.818
0012400028,2024-10-10,12024,1610612747,Los Angeles Lakers,0,MIL,LAL @ MIL,W,107,55,28,0.413,0.318,0.583
0012400028,2024-10-10,12024,1610612749,Milwaukee Bucks,0,LAL,MIL vs. LAL,L,102,49,32,0.46,0.448,0.643
0012400029,2024-10-10,12024,15020,New Zealand Breakers,0,OKC,NZB @ OKC,L,89,38,18,0.386,0.357,1
0012400029,2024-10-10,12024,1610612760,Oklahoma City Thunder,0,NZB,OKC vs. NZB,W,117,47,23,0.529,0.41,0.733
0012400031,2024-10-11,12024,1610612761,Toronto Raptors,0,WAS,TOR @ WAS,L,95,45,20,0.358,0.212,0.741
0012400031,2024-10-11,12024,1610612764,Washington Wizards,0,TOR,WAS vs. TOR,W,113,42,23,0.461,0.395,0.684
0012400032,2024-10-11,12024,1610612750,Minnesota Timberwolves,0,PHI,MIN vs. PHI,W,121,45,32,0.494,0.36,0.75
0012400032,2024-10-11,12024,1610612755,Philadelphia 76ers,0,MIN,PHI @ MIN,L,111,47,17,0.433,0.39,0.63
0012400033,2024-10-11,12024,1610612744,Golden State Warriors,0,SAC,GSW vs. SAC,W,109,46,20,0.485,0.382,0.865
0012400033,2024-10-11,12024,1610612758,Sacramento Kings,0,GSW,SAC @ GSW,L,106,47,24,0.387,0.283,0.636
0012400034,2024-10-11,12024,1610612756,Phoenix Suns,0,DET,PHX vs. DET,L,91,39,24,0.386,0.234,0.75
0012400034,2024-10-11,12024,1610612765,Detroit Pistons,0,PHX,DET @ PHX,W,109,51,22,0.467,0.257,0.889
0012400035,2024-10-11,12024,1610612746,LA Clippers,0,POR,LAC vs. POR,W,101,43,22,0.411,0.25,0.72
0012400035,2024-10-11,12024,1610612757,Portland Trail Blazers,0,LAC,POR @ LAC,L,99,47,24,0.415,0.323,0.7
0012400036,2024-10-12,12024,1610612738,Boston Celtics,0,PHI,BOS vs. PHI,W,139,60,38,0.546,0.489,0.714
0012400036,2024-10-12,12024,1610612755,Philadelphia 76ers,0,BOS,PHI @ BOS,L,89,33,17,0.371,0.238,0.867
0012400037,2024-10-12,12024,1610612741,Chicago Bulls,0,MEM,CHI vs. MEM,L,121,46,26,0.412,0.417,0.778
0012400037,2024-10-12,12024,1610612763,Memphis Grizzlies,0,CHI,MEM @ CHI,W,124,58,31,0.429,0.354,0.697
0012400038,2024-10-12,12024,1610612759,San Antonio Spurs,0,UTA,SAS vs. UTA,W,126,40,35,0.521,0.371,0.714
0012400038,2024-10-12,12024,1610612762,Utah Jazz,0,SAS,UTA @ SAS,L,120,45,28,0.494,0.362,0.808
0012400039,2024-10-13,12024,1610612740,New Orleans Pelicans,0,MIA,NOP @ MIA,L,99,48,19,0.45,0.243,0.72
0012400039,2024-10-13,12024,1610612748,Miami Heat,0,NOP,MIA vs. NOP,W,101,48,26,0.415,0.214,0.609
0012400040,2024-10-13,12024,1610612750,Minnesota Timberwolves,0,NYK,MIN @ NYK,L,110,51,22,0.383,0.354,0.778
0012400040,2024-10-13,12024,1610612752,New York Knicks,0,MIN,NYK vs. MIN,W,115,52,23,0.425,0.3,0.853
0012400041,2024-10-13,12024,1610612757,Portland Trail Blazers,0,SAC,POR @ SAC,W,105,47,23,0.425,0.359,0.654
0012400041,2024-10-13,12024,1610612758,Sacramento Kings,0,POR,SAC vs. POR,L,85,46,25,0.417,0.179,0.714
0012400042,2024-10-13,12024,1610612738,Boston Celtics,0,TOR,BOS vs. TOR,W,115,50,29,0.411,0.34,0.826
0012400042,2024-10-13,12024,1610612761,Toronto Raptors,0,BOS,TOR @ BOS,L,111,45,30,0.467,0.4,0.68
0012400043,2024-10-13,12024,1610612743,Denver Nuggets,0,PHX,DEN vs. PHX,L,114,46,33,0.468,0.324,0.667
0012400043,2024-10-13,12024,1610612756,Phoenix Suns,0,DEN,PHX @ DEN,W,118,48,29,0.457,0.442,0.846
0012400044,2024-10-13,12024,1610612744,Golden State Warriors,0,DET,GSW vs. DET,W,111,49,31,0.46,0.462,0.813
0012400044,2024-10-13,12024,1610612765,Detroit Pistons,0,GSW,DET @ GSW,L,93,36,30,0.444,0.241,0.5
0012400045,2024-10-14,12024,1610612754,Indiana Pacers,0,MEM,IND vs. MEM,L,116,40,33,0.544,0.406,0.586
0012400045,2024-10-14,12024,1610612763,Memphis Grizzlies,0,IND,MEM @ IND,W,120,47,32,0.467,0.372,0.643
0012400046,2024-10-14,12024,1610612737,Atlanta Hawks,0,PHI,ATL vs. PHI,L,89,52,27,0.372,0.295,0.545
0012400046,2024-10-14,12024,1610612755,Philadelphia 76ers,0,ATL,PHI @ ATL,W,104,53,28,0.433,0.326,0.75
0012400047,2024-10-14,12024,1610612751,Brooklyn Nets,0,WAS,BKN vs. WAS,W,131,41,27,0.538,0.361,0.667
0012400047,2024-10-14,12024,1610612764,Washington Wizards,0,BKN,WAS @ BKN,L,92,41,18,0.4,0.179,0.654
0012400048,2024-10-14,12024,1610612741,Chicago Bulls,0,MIL,CHI @ MIL,L,107,50,25,0.383,0.315,0.75
0012400048,2024-10-14,12024,1610612749,Milwaukee Bucks,0,CHI,MIL vs. CHI,W,111,54,24,0.43,0.324,0.765
0012400049,2024-10-14,12024,1610612742,Dallas Mavericks,0,LAC,DAL @ LAC,L,96,38,21,0.417,0.375,0.688
0012400049,2024-10-14,12024,1610612746,LA Clippers,0,DAL,LAC vs. DAL,W,110,42,31,0.506,0.273,0.783
0012400050,2024-10-15,12024,1610612738,Boston Celtics,0,TOR,BOS @ TOR,L,118,36,19,0.413,0.327,0.857
0012400050,2024-10-15,12024,1610612761,Toronto Raptors,0,BOS,TOR vs. BOS,W,119,57,34,0.5,0.349,0.923
0012400051,2024-10-15,12024,1610612748,Miami Heat,0,SAS,MIA vs. SAS,W,120,36,31,0.465,0.311,0.765
0012400051,2024-10-15,12024,1610612759,San Antonio Spurs,0,MIA,SAS @ MIA,L,117,50,28,0.557,0.3,0.69
0012400052,2024-10-15,12024,1610612752,New York Knicks,0,CHA,NYK vs. CHA,W,111,59,28,0.433,0.356,0.733
0012400052,2024-10-15,12024,1610612766,Charlotte Hornets,0,NYK,CHA @ NYK,L,105,45,22,0.381,0.367,0.867
0012400053,2024-10-15,12024,1610612740,New Orleans Pelicans,0,HOU,NOP @ HOU,L,98,47,25,0.375,0.243,0.85
0012400053,2024-10-15,12024,1610612745,Houston Rockets,0,NOP,HOU vs. NOP,W,118,62,30,0.474,0.324,0.519
0012400054,2024-10-15,12024,1610612743,Denver Nuggets,0,OKC,DEN vs. OKC,L,94,47,25,0.417,0.25,0.56
0012400054,2024-10-15,12024,1610612760,Oklahoma City Thunder,0,DEN,OKC @ DEN,W,124,44,31,0.5,0.37,0.65
0012400055,2024-10-15,12024,1610612758,Sacramento Kings,0,UTA,SAC @ UTA,L,114,44,32,0.429,0.263,0.737
0012400055,2024-10-15,12024,1610612762,Utah Jazz,0,SAC,UTA vs. SAC,W,117,41,21,0.535,0.4,0.9
0012400056,2024-10-15,12024,1610612744,Golden State Warriors,0,LAL,GSW @ LAL,W,111,55,33,0.458,0.311,0.818
0012400056,2024-10-15,12024,1610612747,Los Angeles Lakers,0,GSW,LAL vs. GSW,L,97,50,20,0.358,0.275,0.857
0012400025,2024-10-16,12024,1610612737,Atlanta Hawks,0,MIA,ATL @ MIA,L,111,38,28,0.425,0.378,0.769
0012400025,2024-10-16,12024,1610612748,Miami Heat,0,ATL,MIA vs. ATL,W,120,47,34,0.511,0.31,0.833
0012400057,2024-10-16,12024,1610612739,Cleveland Cavaliers,0,DET,CLE @ DET,L,92,40,20,0.414,0.3,0.676
0012400057,2024-10-16,12024,1610612765,Detroit Pistons,0,CLE,DET vs. CLE,W,108,39,34,0.488,0.457,0.75
0012400058,2024-10-16,12024,1610612751,Brooklyn Nets,0,PHI,BKN @ PHI,L,95,43,23,0.393,0.326,0.667
0012400058,2024-10-16,12024,1610612755,Philadelphia 76ers,0,BKN,PHI vs. BKN,W,117,51,19,0.465,0.35,0.92
0012400059,2024-10-16,12024,1610612741,Chicago Bulls,0,MIN,CHI vs. MIN,W,125,46,32,0.484,0.439,0.792
0012400059,2024-10-16,12024,1610612750,Minnesota Timberwolves,0,CHI,MIN @ CHI,L,123,53,31,0.437,0.327,0.941
0012400060,2024-10-16,12024,15025,Ratiopharm Ulm,0,POR,ULM @ POR,L,100,31,22,0.41,0.435,0.923
0012400060,2024-10-16,12024,1610612757,Portland Trail Blazers,0,ULM,POR vs. ULM,W,111,48,23,0.524,0.208,0.72
0012400061,2024-10-17,12024,1610612754,Indiana Pacers,0,CHA,IND vs. CHA,W,121,46,25,0.456,0.316,0.714
0012400061,2024-10-17,12024,1610612766,Charlotte Hornets,0,IND,CHA @ IND,L,116,52,28,0.472,0.405,0.652
0012400062,2024-10-17,12024,1610612742,Dallas Mavericks,0,MIL,DAL vs. MIL,W,109,53,23,0.5,0.286,0.84
0012400062,2024-10-17,12024,1610612749,Milwaukee Bucks,0,DAL,MIL @ DAL,L,84,37,28,0.372,0.314,0.6
0012400063,2024-10-17,12024,1610612745,Houston Rockets,0,SAS,HOU vs. SAS,W,129,55,25,0.522,0.349,0.667
0012400063,2024-10-17,12024,1610612759,San Antonio Spurs,0,HOU,SAS @ HOU,L,107,38,32,0.432,0.265,0.762
0012400064,2024-10-17,12024,1610612737,Atlanta Hawks,0,OKC,ATL @ OKC,L,99,51,25,0.386,0.296,1
0012400064,2024-10-17,12024,1610612760,Oklahoma City Thunder,0,ATL,OKC vs. ATL,W,104,50,27,0.439,0.378,0.72
0012400065,2024-10-17,12024,1610612747,Los Angeles Lakers,0,PHX,LAL @ PHX,W,128,53,25,0.437,0.348,0.71
0012400065,2024-10-17,12024,1610612756,Phoenix Suns,0,LAL,PHX vs. LAL,L,122,52,33,0.47,0.333,0.762
0012400066,2024-10-17,12024,1610612746,LA Clippers,0,SAC,LAC vs. SAC,W,113,43,20,0.541,0.367,0.71
0012400066,2024-10-17,12024,1610612758,Sacramento Kings,0,LAC,SAC @ LAC,L,91,46,20,0.349,0.261,0.792
0012400072,2024-10-17,12024,1610612743,Denver Nuggets,0,MIN,DEN @ MIN,W,132,43,31,0.548,0.577,0.755
0012400072,2024-10-17,12024,1610612750,Minnesota Timberwolves,0,DEN,MIN vs. DEN,L,126,45,26,0.495,0.371,0.633
0012400067,2024-10-18,12024,1610612753,Orlando Magic,0,PHI,ORL vs. PHI,W,114,43,32,0.488,0.324,0.818
0012400067,2024-10-18,12024,1610612755,Philadelphia 76ers,0,ORL,PHI @ ORL,L,99,51,18,0.372,0.25,0.794
0012400068,2024-10-18,12024,1610612752,New York Knicks,0,WAS,NYK @ WAS,L,117,38,22,0.47,0.222,0.816
0012400068,2024-10-18,12024,1610612764,Washington Wizards,0,NYK,WAS vs. NYK,W,118,36,32,0.523,0.395,0.688
0012400069,2024-10-18,12024,1610612751,Brooklyn Nets,0,TOR,BKN vs. TOR,L,112,39,30,0.418,0.31,0.852
0012400069,2024-10-18,12024,1610612761,Toronto Raptors,0,BKN,TOR @ BKN,W,116,45,34,0.489,0.306,0.68
0012400070,2024-10-18,12024,1610612739,Cleveland Cavaliers,0,CHI,CLE @ CHI,L,137,51,33,0.434,0.321,0.757
0012400070,2024-10-18,12024,1610612741,Chicago Bulls,0,CLE,CHI vs. CLE,W,139,60,34,0.461,0.339,0.667
0012400071,2024-10-18,12024,1610612748,Miami Heat,0,MEM,MIA @ MEM,W,114,41,29,0.461,0.444,0.696
0012400071,2024-10-18,12024,1610612763,Memphis Grizzlies,0,MIA,MEM vs. MIA,L,109,46,28,0.481,0.382,0.87
0012400073,2024-10-18,12024,1610612757,Portland Trail Blazers,0,UTA,POR vs. UTA,W,124,56,34,0.435,0.3,0.9
0012400073,2024-10-18,12024,1610612762,Utah Jazz,0,POR,UTA @ POR,L,86,44,16,0.346,0.214,0.7
0012400074,2024-10-18,12024,1610612744,Golden State Warriors,0,LAL,GSW vs. LAL,W,132,36,38,0.573,0.361,0.85
0012400074,2024-10-18,12024,1610612747,Los Angeles Lakers,0,GSW,LAL @ GSW,L,74,41,15,0.341,0.241,0.733
0022400061,2024-10-22,22024,1610612738,Boston Celtics,0,NYK,BOS vs. NYK,W,132,40,33,0.505,0.475,0.875
0022400061,2024-10-22,22024,1610612752,New York Knicks,0,BOS,NYK @ BOS,L,109,34,20,0.551,0.367,0.75
0022400062,2024-10-22,22024,1610612747,Los Angeles Lakers,0,MIN,LAL vs. MIN,W,110,46,22,0.442,0.167,0.84
0022400062,2024-10-22,22024,1610612750,Minnesota Timberwolves,0,LAL,MIN @ LAL,L,103,47,17,0.412,0.317,0.741
0022400063,2024-10-23,22024,1610612754,Indiana Pacers,0,DET,IND @ DET,W,115,39,32,0.506,0.29,0.88
0022400063,2024-10-23,22024,1610612765,Detroit Pistons,0,IND,DET vs. IND,L,109,38,22,0.432,0.273,0.857
0022400064,2024-10-23,22024,1610612737,Atlanta Hawks,0,BKN,ATL vs. BKN,W,120,45,25,0.488,0.321,0.717
0022400064,2024-10-23,22024,1610612751,Brooklyn Nets,0,ATL,BKN @ ATL,L,116,43,21,0.44,0.395,0.76
0022400065,2024-10-23,22024,1610612748,Miami Heat,0,ORL,MIA vs. ORL,L,97,41,24,0.39,0.324,0.759
0022400065,2024-10-23,22024,1610612753,Orlando Magic,0,MIA,ORL @ MIA,W,116,57,28,0.427,0.367,0.727
0022400066,2024-10-23,22024,1610612749,Milwaukee Bucks,0,PHI,MIL @ PHI,W,124,46,27,0.538,0.432,0.71
0022400066,2024-10-23,22024,1610612755,Philadelphia 76ers,0,MIL,PHI vs. MIL,L,109,49,18,0.418,0.258,0.704
0022400067,2024-10-23,22024,1610612739,Cleveland Cavaliers,0,TOR,CLE @ TOR,W,136,36,29,0.586,0.467,0.769
0022400067,2024-10-23,22024,1610612761,Toronto Raptors,0,CLE,TOR vs. CLE,L,106,38,25,0.419,0.387,0.759
0022400068,2024-10-23,22024,1610612745,Houston Rockets,0,CHA,HOU vs. CHA,L,105,43,19,0.369,0.302,0.8
0022400068,2024-10-23,22024,1610612766,Charlotte Hornets,0,HOU,CHA @ HOU,W,110,56,20,0.447,0.385,0.792
0022400069,2024-10-23,22024,1610612740,New Orleans Pelicans,0,CHI,NOP vs. CHI,W,123,42,29,0.464,0.378,0.905
0022400069,2024-10-23,22024,1610612741,Chicago Bulls,0,NOP,CHI @ NOP,L,111,47,26,0.488,0.294,0.68
0022400070,2024-10-23,22024,1610612762,Utah Jazz,0,MEM,UTA vs. MEM,L,124,49,21,0.471,0.385,0.756
0022400070,2024-10-23,22024,1610612763,Memphis Grizzlies,0,UTA,MEM @ UTA,W,126,41,28,0.473,0.378,0.719
0022400071,2024-10-23,22024,1610612746,LA Clippers,0,PHX,LAC vs. PHX,L,113,51,27,0.457,0.276,0.7
0022400071,2024-10-23,22024,1610612756,Phoenix Suns,0,LAC,PHX @ LAC,W,116,42,25,0.487,0.395,0.735
0022400072,2024-10-23,22024,1610612744,Golden State Warriors,0,POR,GSW @ POR,W,140,57,38,0.516,0.417,0.8
0022400072,2024-10-23,22024,1610612757,Portland Trail Blazers,0,GSW,POR vs. GSW,L,104,42,21,0.391,0.235,0.8
0022400073,2024-10-24,22024,1610612738,Boston Celtics,0,WAS,BOS @ WAS,W,122,49,21,0.467,0.378,0.778
0022400073,2024-10-24,22024,1610612764,Washington Wizards,0,BOS,WAS vs. BOS,L,102,40,27,0.432,0.194,0.722
0022400074,2024-10-24,22024,1610612742,Dallas Mavericks,0,SAS,DAL vs. SAS,W,120,50,27,0.412,0.432,0.739
0022400074,2024-10-24,22024,1610612759,San Antonio Spurs,0,DAL,SAS @ DAL,L,109,52,30,0.453,0.333,0.792
0022400075,2024-10-24,22024,1610612743,Denver Nuggets,0,OKC,DEN vs. OKC,L,87,57,29,0.357,0.184,0.714
0022400075,2024-10-24,22024,1610612760,Oklahoma City Thunder,0,DEN,OKC @ DEN,W,102,49,23,0.426,0.222,0.667
0022400076,2024-10-24,22024,1610612750,Minnesota Timberwolves,0,SAC,MIN @ SAC,W,117,42,24,0.477,0.4,0.882
0022400076,2024-10-24,22024,1610612758,Sacramento Kings,0,MIN,SAC vs. MIN,L,115,38,21,0.463,0.379,0.8
0022400077,2024-10-25,22024,1610612751,Brooklyn Nets,0,ORL,BKN @ ORL,L,101,37,22,0.422,0.378,0.81
0022400077,2024-10-25,22024,1610612753,Orlando Magic,0,BKN,ORL vs. BKN,W,116,39,28,0.52,0.5,0.697
0022400078,2024-10-25,22024,1610612755,Philadelphia 76ers,0,TOR,PHI @ TOR,L,107,28,19,0.382,0.31,0.755
0022400078,2024-10-25,22024,1610612761,Toronto Raptors,0,PHI,TOR vs. PHI,W,115,54,25,0.461,0.261,0.848
0022400079,2024-10-25,22024,1610612737,Atlanta Hawks,0,CHA,ATL vs. CHA,W,125,39,25,0.481,0.368,0.868
0022400079,2024-10-25,22024,1610612766,Charlotte Hornets,0,ATL,CHA @ ATL,L,120,53,22,0.385,0.412,0.806
0022400080,2024-10-25,22024,1610612739,Cleveland Cavaliers,0,DET,CLE vs. DET,W,113,39,28,0.512,0.382,0.696
0022400080,2024-10-25,22024,1610612765,Detroit Pistons,0,CLE,DET @ CLE,L,101,42,25,0.469,0.406,0.706
0022400081,2024-10-25,22024,1610612752,New York Knicks,0,IND,NYK vs. IND,W,123,43,19,0.524,0.444,0.793
0022400081,2024-10-25,22024,1610612754,Indiana Pacers,0,NYK,IND @ NYK,L,98,33,28,0.494,0.1,0.65
0022400082,2024-10-25,22024,1610612745,Houston Rockets,0,MEM,HOU vs. MEM,W,128,64,20,0.439,0.395,0.694
0022400082,2024-10-25,22024,1610612763,Memphis Grizzlies,0,HOU,MEM @ HOU,L,108,43,24,0.418,0.357,0.611
0022400083,2024-10-25,22024,1610612741,Chicago Bulls,0,MIL,CHI @ MIL,W,133,46,30,0.479,0.447,0.87
0022400083,2024-10-25,22024,1610612749,Milwaukee Bucks,0,CHI,MIL vs. CHI,L,122,47,24,0.495,0.325,0.68
0022400084,2024-10-25,22024,1610612744,Golden State Warriors,0,UTA,GSW @ UTA,W,127,60,35,0.481,0.4,0.833
0022400084,2024-10-25,22024,1610612762,Utah Jazz,0,GSW,UTA vs. GSW,L,86,45,18,0.315,0.214,0.731
0022400085,2024-10-25,22024,1610612747,Los Angeles Lakers,0,PHX,LAL vs. PHX,W,123,37,33,0.533,0.519,0.744
0022400085,2024-10-25,22024,1610612756,Phoenix Suns,0,LAL,PHX @ LAL,L,116,34,35,0.512,0.459,0.882
0022400086,2024-10-25,22024,1610612740,New Orleans Pelicans,0,POR,NOP @ POR,W,105,44,25,0.419,0.375,0.677
0022400086,2024-10-25,22024,1610612757,Portland Trail Blazers,0,NOP,POR vs. NOP,L,103,48,26,0.411,0.351,0.8
0022400087,2024-10-26,22024,1610612743,Denver Nuggets,0,LAC,DEN vs. LAC,L,104,37,20,0.402,0.4,0.833
0022400087,2024-10-26,22024,1610612746,LA Clippers,0,DEN,LAC @ DEN,W,109,44,30,0.488,0.364,0.81
0022400088,2024-10-26,22024,1610612748,Miami Heat,0,CHA,MIA @ CHA,W,114,43,33,0.465,0.412,0.714
0022400088,2024-10-26,22024,1610612766,Charlotte Hornets,0,MIA,CHA vs. MIA,L,106,46,20,0.438,0.317,0.714
0022400089,2024-10-26,22024,1610612738,Boston Celtics,0,DET,BOS @ DET,W,124,37,19,0.422,0.458,0.867
0022400089,2024-10-26,22024,1610612765,Detroit Pistons,0,BOS,DET vs. BOS,L,118,44,27,0.489,0.359,0.818
0022400090,2024-10-26,22024,1610612739,Cleveland Cavaliers,0,WAS,CLE @ WAS,W,135,48,27,0.534,0.462,0.676
0022400090,2024-10-26,22024,1610612764,Washington Wizards,0,CLE,WAS vs. CLE,L,116,46,25,0.385,0.349,0.844
0022400091,2024-10-26,22024,1610612741,Chicago Bulls,0,OKC,CHI vs. OKC,L,95,61,23,0.348,0.283,0.727
0022400091,2024-10-26,22024,1610612760,Oklahoma City Thunder,0,CHI,OKC @ CHI,W,114,54,21,0.421,0.2,0.8
0022400092,2024-10-26,22024,1610612753,Orlando Magic,0,MEM,ORL @ MEM,L,111,41,21,0.425,0.354,0.714
0022400092,2024-10-26,22024,1610612763,Memphis Grizzlies,0,ORL,MEM vs. ORL,W,124,42,38,0.535,0.382,0.792
0022400093,2024-10-26,22024,1610612750,Minnesota Timberwolves,0,TOR,MIN vs. TOR,W,112,41,29,0.47,0.378,0.769
0022400093,2024-10-26,22024,1610612761,Toronto Raptors,0,MIN,TOR @ MIN,L,101,46,29,0.456,0.345,0.692
0022400094,2024-10-26,22024,1610612745,Houston Rockets,0,SAS,HOU @ SAS,L,106,34,21,0.413,0.317,0.81
0022400094,2024-10-26,22024,1610612759,San Antonio Spurs,0,HOU,SAS vs. HOU,W,109,49,23,0.494,0.4,0.821
0022400095,2024-10-26,22024,1610612742,Dallas Mavericks,0,PHX,DAL @ PHX,L,102,46,22,0.398,0.317,0.833
